FECHA;GROUPAMA ENTREPRISES R;DEU FLOATING RATE NOTES-TFC;PICTET USD SHORT MID TERM;FON/03/CH;ROBECO GLO CR SHT MAT-IH EUR;/03/ch Green Transition Bond;Robeco Climate Bond;JUPITER DYNAMIC BOND;/03/CH INTL-FAMILY BUSINESS;AMU CPR BANCA /03/CH IMP-REUR;Harrris Associates Global Equity;POLEN FOCUS US GROWTH-EUR IN;ROBECO BP US PREMIUM EQ/F;ELEVA EUROPEAN SELECTION;ROBECO SUS EUR STARS EQ-FEUR;ABERDEEN ASIA PAC EQUITY;GQG PARTNERS EM MKT EQ-I EUR;/03/CH NEXT G/01/RATION;NEUBERGER BERMAN UNCORRELATED STRATEGIES;DNCA INVEST ALPHA BONDS
10/03/2024;515,220;103,970;134,300;9,820;100,490;8,620;83,840;12,670;12,520;121,390;145,580;18,140;404,320;209,240;211,970;13,390;16,390;13;9;123
03/03/2024;515,100;103,960;134,030;9,830;100,520;8,610;83,940;12,660;12,550;121,620;144,500;18,130;401,780;210,450;212,940;13,280;16,510;13;9;123
25/02/2024;514,720;103,850;135,230;9,780;100,140;8,500;83,260;12,480;12,620;120,420;145,370;18,420;403,440;208,050;209,950;13,020;16,590;13;9;123
18/02/2024;514,310;103,750;135,130;9,770;99,980;8,460;83,110;12,390;12,660;119,220;145,770;18,300;403,230;207,030;210,310;13,170;16,530;13;9;123
11/02/2024;513,930;103,640;135,720;9,760;99,810;8,480;82,950;12,390;12,590;118,450;144,960;18,020;400,870;205,270;206,930;13,110;16,420;13;9;123
04/02/2024;513,540;103,530;135,780;9,770;99,920;8,480;83,260;12,460;12,550;117,360;142,120;18,290;397,160;202,170;204,450;12,930;16,340;13;9;123
28/01/2024;513,150;103,440;135,740;9,800;100,140;8,590;83,990;12,640;12,500;116,510;142,060;18,050;394,740;198,800;204,730;12,740;15,850;12;9;122
21/01/2024;512,700;103,330;134,930;9,800;100,060;8,490;83,810;12,420;12,490;114,920;142,480;17,820;390,940;198,500;205,600;12,720;15,480;12;9;122
14/01/2024;512,360;103,210;134,510;9,770;99,800;8,470;83,630;12,390;12,090;113,330;138,100;17,470;386,210;193,340;199,960;12,460;15,120;12;9;122
07/01/2024;511,940;103,100;133,930;9,800;100,190;8,530;84,650;12,500;12,230;113,130;138,880;17,250;381,730;194,690;201,040;12,640;15,160;12;9;122
31/12/2023;511,490;102,880;132,530;9,790;100,170;8,510;85,100;12,520;12,170;111,930;141,150;16,580;379,160;197,490;202,260;13,000;14,980;12;9;122
24/12/2023;510,900;102,880;132,530;9,820;100,170;8,640;85,100;12,560;12,290;113,520;141,150;16,990;379,160;197,490;202,260;13,150;14,720;12;9;122
17/12/2023;510,540;102,800;132,740;9,820;100,020;8,610;85,100;12,520;12,250;112,630;140,390;17,010;378,400;197,390;201,820;12,730;14,590;12;9;122
10/12/2023;510,320;102,680;133,590;9,790;99,750;8,570;84,760;12,400;12,160;112,410;141,110;16,810;376,990;196,920;200,860;12,860;14,720;12;9;121
03/12/2023;509,880;102,560;134,730;9,730;98,850;8,420;83,010;12,080;12,120;111,270;138,570;16,560;371,570;194,240;199,860;12,530;14,510;11;9;121
26/11/2023;509,470;102,460;134,060;9,710;98,870;8,300;82,790;11,890;11,970;110,320;136,450;16,550;369,180;191,760;197,210;12,690;14,000;11;9;121
19/11/2023;509,100;102,350;131,830;9,610;97,960;8,200;81,540;11,760;11,960;107,930;133,540;16,280;360,800;188,830;193,750;12,770;13,680;11;9;121
12/11/2023;508,690;102,260;132,380;9,620;97,840;8,180;81,580;11,780;11,920;107,230;134,090;16,020;358,850;187,020;190,540;12,720;13,730;11;10;121
05/11/2023;508,320;102,130;134,460;9,580;97,250;8,120;80,700;11,590;11,730;105,510;131,510;15,700;358,640;181,440;186,790;12,390;13,710;11;10;120
29/10/2023;507,920;102,050;134,030;9,600;97,440;8,070;80,850;11,550;11,780;105,020;133,200;15,480;356,060;180,450;185,850;12,400;13,510;11;10;121
22/10/2023;507,530;101,940;135,340;9,540;96,740;7,940;79,630;11,370;11,370;101,010;126,970;14,500;345,830;175,060;180,820;12,030;13,160;10;10;120
15/10/2023;507,150;101,880;134,920;9,510;96,380;7,880;79,050;11,320;11,520;102,340;129,880;15,010;358,490;176,970;181,580;12,100;13,310;10;10;119
08/10/2023;506,750;101,820;136,090;9,530;96,710;7,990;79,840;11,570;11,770;105,820;134,720;15,200;368,810;183,780;188,190;12,440;13,690;11;10;120
01/10/2023;506,350;101,730;135,350;9,510;96,410;7,940;79,210;11,470;11,790;105,080;135,090;15,350;365,260;181,760;187,730;12,320;13,400;11;10;119
24/09/2023;505,960;101,670;134,780;9,510;96,650;8,020;79,870;11,620;11,860;106,150;136,640;15,170;364,540;183,310;188,660;12,400;13,610;11;10;120
17/09/2023;505,570;101,560;133,810;9,510;96,870;8,110;80,340;11,710;12,000;106,890;137,580;15,230;364,060;184,460;190,240;12,520;13,550;11;10;120
10/09/2023;505,210;101,470;133,770;9,520;96,820;8,180;80,630;11,840;12,280;109,240;141,200;15,890;369,040;188,570;194,370;12,900;13,760;11;10;120
03/09/2023;504,790;101,370;133,190;9,530;96,830;8,170;80,810;11,820;12,230;108,210;139,060;16,240;366,370;185,700;191,770;12,820;13,540;11;10;120
27/08/2023;504,410;101,280;132,170;9,540;96,950;8,170;81,150;11,860;12,190;109,050;140,610;16,300;368,710;187,380;192,370;13,010;13,560;11;10;120
20/08/2023;504,070;101,180;132,190;9,530;96,590;8,170;80,800;11,740;12,190;107,350;137,760;15,750;362,850;184,780;189,750;12,740;13,310;11;10;120
13/08/2023;503,710;101,100;131,000;9,510;96,560;8,170;80,530;11,720;12,190;105,950;137,060;15,500;360,140;183,250;189,090;12,770;13,010;11;10;120
06/08/2023;503,330;101,030;129,840;9,510;96,730;8,250;81,040;11,830;12,190;107,610;140,210;15,920;363,930;186,770;192,260;13,320;13,060;11;10;120
30/07/2023;502,960;100,940;129,400;9,520;96,920;8,210;81,450;11,750;12,200;108,420;140,750;16,060;361,070;186,450;190,840;13,370;13,140;11;10;120
23/07/2023;502,610;100,870;128,980;9,510;96,790;8,280;81,700;11,850;12,540;111,190;142,840;16,420;364,240;191,410;196,230;13,700;13,470;12;10;120
16/07/2023;502,280;100,810;128,080;9,500;96,720;8,300;81,880;11,890;12,370;110,110;141,650;16,270;360,710;189,180;194,230;13,420;12,980;12;10;119
09/07/2023;501,900;100,710;126,640;9,480;96,640;8,270;81,750;11,900;12,350;108,850;140,260;16,270;349,710;188,620;193,160;13,730;12,830;12;10;119
02/07/2023;501,630;100,600;129,380;9,440;95,920;8,180;80,890;11,730;12,190;107,890;137,940;15,610;352,190;183,720;188,040;13,060;12,790;11;10;119
25/06/2023;501,290;100,510;129,960;9,460;96,160;8,270;81,680;11,850;12,360;110,030;140,170;15,820;356,980;190,120;194,810;13,290;12,970;11;10;119
18/06/2023;500,940;100,400;129,410;9,480;96,260;8,260;81,970;11,920;12,330;108,110;137,370;15,630;348,500;186,960;190,840;13,600;12,880;11;10;119
11/06/2023;500,620;100,330;129,850;9,460;96,280;8,240;81,830;11,950;12,570;111,940;141,440;15,840;352,890;191,220;195,320;13,990;13,060;12;10;119
04/06/2023;500,290;100,270;131,900;9,490;96,400;8,210;82,220;11,920;12,290;110,330;138,840;15,390;352,680;188,340;192,070;13,510;13,010;11;10;119
28/05/2023;499,990;100,160;132,410;9,500;96,520;8,260;82,530;11,950;12,300;110,730;137,790;15,510;349,900;189,200;193,130;13,420;12,760;11;10;119
21/05/2023;499,590;100,070;132,330;9,440;96,090;8,160;81,520;11,860;12,280;109,900;135,550;15,100;344,810;189,560;192,440;13,260;12,730;11;10;119
11/05/2023;498,980;99,860;130,860;9,520;97,090;8,300;83,750;11,990;12,190;106,920;133,290;14,560;338,250;188,700;193,590;13,300;12,230;11;10;118
04/05/2023;498,690;99,780;129,990;9,530;97,110;8,320;83,860;12,140;12,210;105,460;130,700;14,170;330,720;186,360;192,250;13,420;11,930;11;10;118
27/04/2023;498,370;99,680;129,170;9,460;96,560;8,260;82,910;12,100;12,290;105,570;133,210;14,470;337,390;187,290;193,140;13,410;11,960;11;10;118
20/04/2023;497,990;99,570;129,400;9,450;96,510;8,230;82,900;12,080;12,420;106,560;134,580;14,520;343,070;188,470;194,050;13,700;12,040;11;10;118
13/04/2023;497,720;99,470;128,790;9,470;96,630;8,270;83,410;12,170;12,350;106,420;133,690;14,690;342,310;187,250;191,790;13,890;12,070;11;10;118
06/04/2023;497,500;99,370;130,420;9,500;96,830;8,320;84,100;12,200;12,250;105,540;133,160;14,540;339,820;185,020;189,540;13,870;11,830;11;10;117
30/03/2023;497,230;99,240;129,870;9,450;96,040;8,200;83,170;12,030;12,130;105,120;133,220;14,330;337,150;184,020;187,700;13,860;11,790;11;10;117
23/03/2023;496,940;99,210;130,590;9,480;96,410;8,210;83,780;12,070;12,010;103,020;130,200;14,100;328,550;180,300;184,920;13,670;11,590;11;10;116
16/03/2023;496,690;99,180;133,100;9,460;95,700;8,180;83,240;12,080;11,980;104,550;130,200;14,010;340,120;178,170;183,720;13,150;11,720;11;10;116
09/03/2023;496,470;99,440;132,600;9,440;95,270;8,090;81,810;12,080;12,230;106,120;135,720;13,640;351,850;187,150;188,470;13,520;12,190;11;10;117
02/03/2023;496,220;99,350;131,980;9,430;95,120;8,070;81,430;11,990;12,310;106,670;137,130;13,760;363,370;186,780;188,440;13,710;12,010;11;10;117
23/02/2023;495,990;99,260;132,350;9,460;95,590;8,120;82,430;12,020;12,300;107,460;138,080;13,900;364,840;187,250;189,000;13,810;12,080;11;10;117
16/02/2023;495,740;99,200;131,430;9,470;95,790;8,210;82,740;12,170;12,320;108,250;140,550;14,410;367,730;188,780;188,810;14,280;12,180;11;10;117
09/02/2023;495,540;99,130;130,430;9,490;96,320;8,310;83,690;12,300;12,370;107,230;139,760;14,340;361,890;187,460;187,150;14,610;11,980;11;10;116
02/02/2023;495,350;98,990;128,820;9,510;96,940;8,370;85,050;12,300;12,410;107,210;140,940;15,060;360,370;185,740;186,130;14,790;11,920;11;10;116
26/01/2023;495,150;98,850;129,540;9,470;96,410;8,340;84,150;12,230;12,320;105,660;137,600;14,230;360,290;183,910;184,740;15,170;12,290;11;10;116
19/01/2023;494,950;98,720;130,340;9,480;96,470;8,380;84,630;12,270;12,110;104,140;133,620;13,470;350,480;180,640;184,720;14,580;12,180;11;10;115
12/01/2023;494,750;98,600;129,990;9,440;96,150;8,250;84,350;12,080;12,110;105,620;135,070;13,640;357,570;180,650;183,500;14,370;12,060;11;10;116
05/01/2023;494,570;98,470;132,930;9,410;95,240;8,170;83,160;11,840;11,920;103,530;129,970;12,770;355,360;176,330;180,170;13,970;11,940;11;10;115
29/12/2022;494,380;98,400;131,120;9,390;95,100;8,110;82,780;11,660;11,580;102,820;124,750;12,890;351,150;170,750;176,890;13,500;11,850;11;10;116
22/12/2022;494,190;98,330;132,020;9,400;95,330;8,180;83,350;11,800;11,520;103,000;123,940;12,750;350,040;169,700;176,110;13,560;11,910;11;10;115
15/12/2022;494,050;98,300;131,330;9,430;95,730;8,310;84,400;12,020;11,530;104,230;124,890;13,060;350,230;169,940;177,120;13,600;11,700;11;10;114
08/12/2022;493,910;98,250;132,440;9,460;95,630;8,320;84,590;12,040;11,640;106,180;127,760;13,270;359,430;171,560;178,470;13,570;12,050;11;10;114
01/12/2022;493,760;98,200;133,090;9,450;95,590;8,230;84,460;11,940;11,800;108,620;132,010;13,830;371,250;174,470;181,560;13,690;12,440;11;10;114
24/11/2022;493,620;98,180;133,670;9,420;95,040;8,190;83,900;11,890;11,660;108,420;130,890;13,510;370,900;173,100;180,170;13,180;12,270;11;10;114
17/11/2022;493,480;98,120;134,620;9,390;94,850;8,100;83,570;11,710;11,500;105,590;129,070;13,510;364,970;168,100;175,130;13,180;12,100;11;10;114
10/11/2022;493,380;98,030;136,620;9,370;94,500;7,880;83,300;11,440;11,530;107,770;127,670;13,550;373,100;169,380;177,800;12,090;12,090;11;11;114
03/11/2022;493,230;97,970;141,450;9,330;93,250;7,840;81,950;11,370;10,920;104,570;123,270;12,490;371,170;160,860;170,030;11,660;12,780;11;11;113
27/10/2022;493,140;97,930;138,720;9,360;93,720;7,810;82,820;11,350;10,950;104,050;122,930;13,560;365,670;160,970;169,530;11,700;12,430;11;11;113
20/10/2022;493,070;97,910;140,130;9,280;92,750;7,710;81,260;11,230;10,710;101,040;121,800;13,500;349,610;157,510;164,210;11,760;12,810;10;11;112
13/10/2022;493,000;97,920;142,240;9,300;92,860;7,760;81,390;11,270;10,670;101,400;120,900;13,310;354,830;153,700;161,500;11,740;12,570;10;11;112
06/10/2022;492,930;97,960;140,790;9,340;93,730;7,910;82,340;11,530;10,810;103,300;122,250;13,870;351,770;156,390;162,120;12,610;13,080;11;11;112
29/09/2022;492,850;98,050;141,900;9,320;93,650;7,840;82,360;11,430;10,400;101,470;116,750;13,340;340,150;150,410;157,770;12,040;12,320;10;11;111
22/09/2022;492,780;98,150;141,370;9,390;94,700;8,130;83,780;11,830;10,680;104,820;123,590;13,570;346,250;156,380;163,140;12,560;13,020;11;11;112
15/09/2022;492,730;98,130;139,250;9,450;95,490;8,200;84,830;11,930;10,980;107,580;128,750;14,410;355,390;161,490;169,130;13,070;12,970;11;11;112
08/09/2022;492,710;98,110;140,490;9,460;95,950;8,230;85,100;11,980;11,080;109,580;129,630;14,950;362,050;161,760;168,190;13,080;12,980;11;11;112
01/09/2022;492,720;98,080;140,710;9,480;95,930;8,260;85,420;11,980;11,020;108,200;128,130;14,770;357,700;159,400;166,120;13,360;13,150;11;11;112
25/08/2022;492,730;98,090;140,410;9,550;96,770;8,370;86,740;12,120;11,490;114,930;135,370;15,650;373,280;169,630;175,770;13,720;13,570;12;11;113
18/08/2022;492,720;98,090;138,520;9,600;97,370;8,530;87,880;12,340;11,710;115,350;136,530;16,260;373,140;171,910;179,620;13,900;13,550;12;11;112
11/08/2022;492,710;98,040;135,600;9,630;97,570;8,620;88,170;12,420;11,630;112,280;134,540;16,240;359,370;170,850;179,040;13,910;13,110;12;10;112
04/08/2022;492,710;97,970;137,620;9,640;97,830;8,600;89,120;12,430;11,580;111,240;134,730;16,140;354,100;170,820;179,490;13,680;12,950;12;10;111
28/07/2022;492,720;97,920;138,590;9,610;97,840;8,480;88,880;12,320;11,480;110,010;133,210;15,310;357,280;169,340;178,990;13,700;12,980;11;11;110
21/07/2022;492,780;97,900;137,570;9,520;96,880;8,320;87,810;12,100;11,320;106,830;130,880;15,400;350,960;165,760;177,230;13,510;12,620;11;11;109
14/07/2022;492,800;97,900;139,990;9,520;96,560;8,260;87,600;12,040;10,950;105,070;124,560;13,970;340,020;159,570;172,040;13,270;12,570;11;11;109
07/07/2022;492,840;97,950;137,730;9,510;96,780;8,300;87,290;11,950;11,100;105,650;128,560;14,800;344,050;162,070;173,720;13,560;12,950;11;11;109
30/06/2022;492,900;97,970;134,040;9,500;96,420;8,240;87,270;11,910;10,750;101,450;123,270;13,970;330,400;159,430;169,280;13,530;12,700;10;11;109
23/06/2022;492,930;98,150;132,650;9,510;96,460;8,350;87,270;12,030;10,930;100,720;125,770;14,350;324,390;161,610;166,880;13,660;12,470;10;11;110
16/06/2022;492,980;98,220;132,950;9,470;96,050;8,300;86,820;11,970;10,700;98,920;120,920;13,600;321,030;157,050;166,840;13,430;12,760;10;11;109
09/06/2022;493,020;98,470;131,910;9,590;97,520;8,600;88,080;12,370;11,430;107,190;131,910;15,400;345,540;168,620;176,600;14,290;13,500;11;11;112
02/06/2022;493,060;98,500;131,480;9,630;97,810;8,630;88,280;12,480;11,630;109,680;133,090;16,140;352,910;171,010;178,500;14,020;13,550;11;11;112
26/05/2022;493,090;98,510;131,820;9,660;98,320;8,720;89,700;12,550;11,490;109,480;132,900;15,130;348,580;171,710;178,300;13,730;13,370;11;10;112
19/05/2022;493,160;98,510;132,860;9,660;97,910;8,640;89,660;12,480;11,100;104,660;127,300;14,750;338,840;165,120;174,420;13,350;13,090;11;10;111
12/05/2022;493,200;98,560;135,260;9,690;98,050;8,710;89,970;12,520;11,090;104,040;127,130;14,610;343,260;164,990;175,310;12,980;13,060;11;11;111
05/05/2022;493,240;98,620;133,270;9,680;97,860;8,750;89,420;12,600;11,360;108,300;131,210;15,750;352,010;171,720;180,390;13,980;13,400;12;11;111
28/04/2022;493,300;98,670;133,560;9,720;98,200;8,840;90,290;12,790;11,580;110,860;133,170;16,750;356,680;174,010;183,810;13,740;13,480;12;10;112
21/04/2022;493,350;98,710;129,380;9,750;98,420;8,880;90,410;12,880;11,840;110,810;135,890;17,000;353,860;177,790;186,750;14,300;13,700;12;10;112
14/04/2022;493,360;98,720;130,700;9,780;98,910;8,980;90,800;12,930;11,810;111,040;136,280;17,590;353,100;177,740;185,770;14,740;13,910;12;10;112
07/04/2022;493,430;98,760;129,110;9,800;99,210;9,120;91,860;13,030;11,670;111,180;135,180;18,310;350,080;175,260;184,750;14,930;13,810;12;10;112
31/03/2022;493,480;98,740;126,900;9,820;99,620;9,180;93,060;13,110;11,740;111,040;136,400;18,600;346,580;176,210;182,860;15,280;13,630;13;10;111
24/03/2022;493,530;98,680;128,380;9,820;99,550;9,140;92,910;13,060;11,830;112,480;138,030;18,480;353,650;174,600;182,650;15,190;13,550;13;10;111
17/03/2022;493,570;98,630;127,490;9,830;99,820;9,190;93,430;13,090;11,730;109,410;135,160;18,330;348,090;173,440;181,750;15,120;13,320;12;10;111
10/03/2022;493,640;98,750;128,870;9,840;100,000;9,210;93,840;13,140;11,330;106,160;130,830;17,310;336,900;163,450;172,840;14,830;13,210;12;10;110
03/03/2022;493,690;98,930;128,890;9,910;100,900;9,340;95,020;13,320;11,500;108,520;133,360;17,920;343,010;167,360;176,140;15,520;13,370;12;10;109
24/02/2022;493,740;98,990;128,260;9,920;100,720;9,330;94,660;13,440;11,630;107,070;133,720;18,150;335,360;168,550;176,970;15,450;13,520;12;10;109
17/02/2022;493,800;99,080;125,480;9,950;101,210;9,450;94,720;13,500;12,070;109,550;139,790;18,390;337,290;178,360;186,050;16,420;14,420;12;10;109
10/02/2022;493,850;99,120;124,280;9,950;101,190;9,540;94,730;13,590;12,240;110,800;141,810;19,240;341,290;181,700;190,430;16,460;14,470;13;10;108
